Antecedente,Consequente,Suporte,Confianca,Lift,Quantidade_antecedente,Pergunta,Resposta,Classificacao,Analise_critica,Utilidade
"{genero_animacao, genero_comedia}",{avaliacao_media},0.024938339271033158,0.7844827586206896,1.225418487246103,2,"Quando um filme apresenta gênero animação e gênero comédia, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 78.45% dos filmes com gênero animação e gênero comédia também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.49% de todos os filmes e possui lift 1.23, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_comedia, popularidade_alta}",{avaliacao_media},0.03864072348588654,0.7790055248618784,1.2168626542041927,2,"Quando um filme apresenta gênero comédia e popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 77.90% dos filmes com gênero comédia e popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 3.86% de todos os filmes e possui lift 1.22, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, popularidade_alta}",{avaliacao_media},0.03453000822143053,0.7682926829268293,1.2001284246575343,2,"Quando um filme apresenta gênero ação e popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.83% dos filmes com gênero ação e popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 3.45% de todos os filmes e possui lift 1.20, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, periodo_2000_2009}",{avaliacao_media},0.11263359824609483,0.7667910447761194,1.1977827578716007,2,"Quando um filme apresenta gênero drama e lançamento entre 2000 e 2009, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.68% dos filmes com gênero drama e lançamento entre 2000 e 2009 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 11.26% de todos os filmes e possui lift 1.20, indicando uma associação positiva, porém modesta.",esperada,"O suporte é alto para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
{genero_animacao},{avaliacao_media},0.04768429706768978,0.7665198237885463,1.1973590911833927,1,"Quando um filme apresenta gênero animação, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.65% dos filmes com gênero animação também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 4.77% de todos os filmes e possui lift 1.20, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, popularidade_alta}",{avaliacao_media},0.027678816114003836,0.7651515151515151,1.195221694686592,2,"Quando um filme apresenta gênero aventura e popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.52% dos filmes com gênero aventura e popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.77% de todos os filmes e possui lift 1.20, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, genero_suspense}",{avaliacao_media},0.028226911482597972,0.7629629629629631,1.191803018772197,2,"Quando um filme apresenta gênero aventura e gênero suspense, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.30% dos filmes com gênero aventura e gênero suspense também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.82% de todos os filmes e possui lift 1.19, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{periodo_1990_1999, popularidade_alta}",{avaliacao_media},0.040285009591668954,0.7616580310880829,1.189764621335794,2,"Quando um filme apresenta lançamento entre 1990 e 1999 e popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.17% dos filmes com lançamento entre 1990 e 1999 e popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 4.03% de todos os filmes e possui lift 1.19, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_animacao, genero_aventura}",{avaliacao_media},0.025212386955330228,0.7603305785123967,1.1876910449450924,2,"Quando um filme apresenta gênero animação e gênero aventura, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 76.03% dos filmes com gênero animação e gênero aventura também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.52% de todos os filmes e possui lift 1.19, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_suspense, popularidade_alta}",{avaliacao_media},0.024938339271033158,0.7520661157024793,1.1747813596739498,2,"Quando um filme apresenta gênero suspense e popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 75.21% dos filmes com gênero suspense e popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.49% de todos os filmes e possui lift 1.17, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, periodo_2010_2018}",{avaliacao_media},0.02740476842970677,0.7518796992481204,1.1744901637655785,2,"Quando um filme apresenta gênero aventura e lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 75.19% dos filmes com gênero aventura e lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.74% de todos os filmes e possui lift 1.17, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
{popularidade_alta},{avaliacao_media},0.09235406960811181,0.7488888888888888,1.169818302891933,1,"Quando um filme apresenta popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 74.89% dos filmes com popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 9.24% de todos os filmes e possui lift 1.17, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_comedia, genero_drama}",{avaliacao_media},0.07481501781309947,0.747945205479452,1.1683442015387502,2,"Quando um filme apresenta gênero comédia e gênero drama, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 74.79% dos filmes com gênero comédia e gênero drama também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 7.48% de todos os filmes e possui lift 1.17, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_baixa, genero_suspense}",{popularidade_media},0.03453000822143053,0.5806451612903226,1.164801645711043,2,"Quando um filme apresenta avaliação média baixa (menor que 3,0) e gênero suspense, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 58.06% dos filmes com avaliação média baixa (menor que 3,0) e gênero suspense também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 3.45% de todos os filmes e possui lift 1.16, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_ficcao_cientifica, periodo_2010_2018}",{avaliacao_media},0.02247191011235955,0.7454545454545455,1.164453611457036,2,"Quando um filme apresenta gênero ficção científica e lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 74.55% dos filmes com gênero ficção científica e lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.25% de todos os filmes e possui lift 1.16, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_suspense, periodo_1970_1989}",{avaliacao_media},0.024938339271033158,0.7398373983739837,1.155679223744292,2,"Quando um filme apresenta gênero suspense e lançamento entre 1970 e 1989, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 73.98% dos filmes com gênero suspense e lançamento entre 1970 e 1989 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.49% de todos os filmes e possui lift 1.16, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, genero_aventura}",{popularidade_media},0.0712523979172376,0.5752212389380531,1.1539210010362593,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e gênero aventura, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 57.52% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e gênero aventura também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 7.13% de todos os filmes e possui lift 1.15, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_suspense, periodo_2010_2018}",{avaliacao_media},0.023020005480953686,0.7368421052631579,1.1510003604902668,2,"Quando um filme apresenta gênero suspense e lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 73.68% dos filmes com gênero suspense e lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 2.30% de todos os filmes e possui lift 1.15, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_ficcao_cientifica, genero_suspense}",{popularidade_media},0.0271307207454097,0.5722543352601156,1.147969251986895,2,"Quando um filme apresenta gênero ficção científica e gênero suspense, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 57.23% dos filmes com gênero ficção científica e gênero suspense também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 2.71% de todos os filmes e possui lift 1.15, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, periodo_2010_2018}",{popularidade_media},0.05179501233214579,0.5692771084337349,1.1419967942136882,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e lançamento entre 2010 e 2018, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.93% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e lançamento entre 2010 e 2018 também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 5.18% de todos os filmes e possui lift 1.14, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, genero_ficcao_cientifica}",{popularidade_media},0.04768429706768978,0.5686274509803921,1.1406935506473066,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e gênero ficção científica, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.86% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e gênero ficção científica também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 4.77% de todos os filmes e possui lift 1.14, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_comedia, periodo_2010_2018}",{avaliacao_media},0.0348040559057276,0.7298850574712644,1.1401329515037002,2,"Quando um filme apresenta gênero comédia e lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 72.99% dos filmes com gênero comédia e lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 3.48% de todos os filmes e possui lift 1.14, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, popularidade_media}",{avaliacao_media},0.15922170457659632,0.7289836888331241,1.1387249488664684,2,"Quando um filme apresenta gênero drama e popularidade intermediária (10 a 49 avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 72.90% dos filmes com gênero drama e popularidade intermediária (10 a 49 avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 15.92% de todos os filmes e possui lift 1.14, indicando uma associação positiva, porém modesta.",esperada,"O suporte é alto para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, genero_drama}",{popularidade_media},0.023568100849547823,0.5657894736842105,1.1350004340152193,2,"Quando um filme apresenta gênero aventura e gênero drama, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.58% dos filmes com gênero aventura e gênero drama também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 2.36% de todos os filmes e possui lift 1.14, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_crime, popularidade_media}",{avaliacao_media},0.050698821594957526,0.7254901960784315,1.1332678619392964,2,"Quando um filme apresenta gênero crime e popularidade intermediária (10 a 49 avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 72.55% dos filmes com gênero crime e popularidade intermediária (10 a 49 avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 5.07% de todos os filmes e possui lift 1.13, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, genero_ficcao_cientifica}",{popularidade_media},0.043025486434639625,0.5647482014388489,1.1329115926610003,2,"Quando um filme apresenta gênero ação e gênero ficção científica, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.47% dos filmes com gênero ação e gênero ficção científica também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 4.30% de todos os filmes e possui lift 1.13, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_suspense, periodo_1990_1999}",{popularidade_media},0.043025486434639625,0.5647482014388489,1.1329115926610003,2,"Quando um filme apresenta gênero suspense e lançamento entre 1990 e 1999, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.47% dos filmes com gênero suspense e lançamento entre 1990 e 1999 também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 4.30% de todos os filmes e possui lift 1.13, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, genero_animacao}",{popularidade_media},0.026856673061112633,0.5632183908045977,1.1298427202011967,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e gênero animação, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.32% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e gênero animação também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 2.69% de todos os filmes e possui lift 1.13, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, genero_infantil}",{popularidade_media},0.03096738832556865,0.5621890547263683,1.1277778233625715,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e gênero infantil, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.22% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e gênero infantil também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 3.10% de todos os filmes e possui lift 1.13, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, genero_fantasia}",{popularidade_media},0.03617429432721293,0.5617021276595745,1.1268010246452926,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e gênero fantasia, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 56.17% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e gênero fantasia também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 3.62% de todos os filmes e possui lift 1.13, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, periodo_2010_2018}",{popularidade_media},0.03096738832556865,0.5594059405940595,1.1221947648310735,2,"Quando um filme apresenta gênero ação e lançamento entre 2010 e 2018, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.94% dos filmes com gênero ação e lançamento entre 2010 e 2018 também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 3.10% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, periodo_2010_2018}",{avaliacao_media},0.03069334064127158,0.717948717948718,1.1214875307341061,2,"Quando um filme apresenta gênero drama e lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.79% dos filmes com gênero drama e lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 3.07% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, periodo_2010_2018}",{avaliacao_media},0.039736914223074814,0.7178217821782178,1.1212892479316423,2,"Quando um filme apresenta gênero ação e lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.78% dos filmes com gênero ação e lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 3.97% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
